CO2(PPM),AQI(PPM),CO(PPM),LPG(PPM),BUTANE(PPM),SMOKE(PPM),TEMP,DAYS
348,1.48,75,0,0,0,33,WED
350,1.52,74,0,0,0,33,WED
348,1.48,74,0,0,0,33,WED
346,1.44,74,0,0,0,33,WED
345,1.42,74,0,0,0,33,WED
344,1.4,74,0,0,0,33,WED
334,1.23,73,0,0,0,33,WED
336,1.26,74,0,0,0,33,WED
340,1.33,74,0,0,0,33,WED
337,1.28,73,0,0,0,33,WED
337,1.28,73,0,0,0,33,WED
339,1.31,74,0,0,0,33,WED
337,1.28,75,0,0,0,33,WED
355,1.62,75,0,0,0,33,WED
357,1.66,76,0,0,0,33,WED
358,1.68,75,0,0,0,33,WED
354,1.6,75,0,0,0,33,WED
349,1.5,73,0,0,0,33,WED
357,1.66,77,0,0,0,33,WED
355,1.62,76,0,0,0,33,WED
364,1.81,76,0,0,0,33,WED
356,1.64,77,0,0,0,33,WED
354,1.6,76,0,0,0,33,WED
345,1.42,75,0,0,0,33,WED
346,1.44,76,0,0,0,33,WED
341,1.35,74,0,0,0,33,WED
342,1.37,75,0,0,0,33,WED
344,1.4,75,0,0,0,33,WED
343,1.38,76,0,0,0,33,WED
359,1.7,75,0,0,0,33,WED
353,1.57,76,0,0,0,33,WED
348,1.48,76,0,0,0,33,WED
348,1.48,76,0,0,0,33,WED
351,1.53,76,0,0,0,33,WED
341,1.35,75,0,0,0,33,WED
341,1.35,76,0,0,0,33,WED
345,1.42,75,0,0,0,33,WED
339,1.31,75,0,0,0,33,WED
343,1.38,75,0,0,0,33,WED
350,1.52,74,0,0,0,33,WED
341,1.35,74,0,0,0,33,WED
343,1.38,74,0,0,0,33,WED
344,1.4,75,0,0,0,33,WED
342,1.37,73,0,0,0,33,WED
342,1.37,74,0,0,0,33,WED
335,1.25,74,0,0,0,33,WED
338,1.3,74,0,0,0,33,WED
337,1.28,74,0,0,0,33,WED
339,1.31,74,0,0,0,33,WED
341,1.35,74,0,0,0,33,WED
337,1.28,74,0,0,0,33,WED
339,1.31,73,0,0,0,33,WED
342,1.37,75,0,0,0,33,WED
344,1.4,75,0,0,0,33,WED
343,1.38,75,0,0,0,33,WED
340,1.33,75,0,0,0,33,WED
348,1.48,76,0,0,0,33,WED
342,1.37,77,0,0,0,33,WED
344,1.4,77,0,0,0,33,WED
345,1.42,77,0,0,0,33,WED
345,1.42,77,0,0,0,33,WED
352,1.55,77,0,0,0,33,WED
344,1.4,77,0,0,0,33,WED
346,1.44,77,0,0,0,33,WED
354,1.6,76,0,0,0,33,WED
349,1.5,76,0,0,0,33,WED
349,1.5,77,0,0,0,33,WED
351,1.53,76,0,0,0,33,WED
351,1.53,76,0,0,0,33,WED
353,1.57,77,0,0,0,33,WED
352,1.55,77,0,0,0,33,WED
354,1.6,77,0,0,0,33,WED
355,1.62,76,0,0,0,33,WED
358,1.68,77,0,0,0,33,WED
361,1.74,76,0,0,0,33,WED
363,1.79,77,0,0,0,33,WED
363,1.79,76,0,0,0,33,WED
363,1.79,76,0,0,0,33,WED
365,1.83,76,0,0,0,33,WED
360,1.72,76,0,0,0,33,WED
366,1.86,76,0,0,0,33,WED
367,1.88,77,0,0,0,33,WED
371,1.98,77,0,0,0,33,WED
370,1.95,77,0,0,0,33,WED
359,1.7,77,0,0,0,33,WED
358,1.68,77,0,0,0,33,WED
357,1.66,77,0,0,0,33,WED
355,1.62,77,0,0,0,33,WED
356,1.64,77,0,0,0,33,WED
354,1.6,77,0,0,0,33,WED
355,1.62,77,0,0,0,33,WED
354,1.6,76,0,0,0,33,WED
353,1.57,76,0,0,0,33,WED
350,1.52,76,0,0,0,33,WED
349,1.5,76,0,0,0,33,WED
346,1.44,76,0,0,0,33,WED
353,1.57,76,0,0,0,33,WED
352,1.55,76,0,0,0,33,WED
345,1.42,76,0,0,0,33,WED
348,1.48,76,0,0,0,33,WED
352,1.55,76,0,0,0,33,WED
353,1.57,75,0,0,0,33,WED
355,1.62,75,0,0,0,33,WED
355,1.62,75,0,0,0,33,WED
357,1.66,75,0,0,0,33,WED
357,1.66,75,0,0,0,33,WED
357,1.66,75,0,0,0,33,WED
358,1.68,75,0,0,0,33,WED
359,1.7,74,0,0,0,33,WED
361,1.74,75,0,0,0,33,WED
360,1.72,74,0,0,0,33,WED
360,1.72,74,0,0,0,33,WED
362,1.77,75,0,0,0,33,WED
364,1.81,75,0,0,0,33,WED
366,1.86,75,0,0,0,33,WED
370,1.95,75,0,0,0,33,WED
363,1.79,75,0,0,0,33,WED
364,1.81,75,0,0,0,33,WED
362,1.77,77,0,0,0,33,WED
361,1.74,75,0,0,0,33,WED
361,1.74,76,0,0,0,33,WED
362,1.77,76,0,0,0,33,WED
362,1.77,76,0,0,0,33,WED
362,1.77,76,0,0,0,33,WED
364,1.81,77,0,0,0,33,WED
363,1.79,77,0,0,0,33,WED
362,1.77,77,0,0,0,33,WED
360,1.72,76,0,0,0,33,WED
359,1.7,76,0,0,0,33,WED
361,1.74,76,0,0,0,33,WED
359,1.7,76,0,0,0,33,WED
363,1.79,76,0,0,0,33,WED
364,1.81,76,0,0,0,33,WED
362,1.77,77,0,0,0,33,WED
362,1.77,76,0,0,0,33,WED
362,1.77,76,0,0,0,33,WED
365,1.83,78,0,0,0,33,WED
364,1.81,76,0,0,0,33,WED
363,1.79,76,0,0,0,33,WED
369,1.93,76,0,0,0,33,WED
367,1.88,76,0,0,0,33,WED
369,1.93,76,0,0,0,33,WED
368,1.91,77,0,0,0,33,WED
363,1.79,77,0,0,0,33,WED
361,1.74,76,0,0,0,33,WED
377,2.13,77,0,0,0,33,WED
378,2.16,77,0,0,0,33,WED
377,2.13,77,0,0,0,33,WED
377,2.13,77,0,0,0,33,WED
376,2.11,77,0,0,0,33,WED
375,2.08,77,0,0,0,33,WED
380,2.21,77,0,0,0,33,WED
383,2.3,78,0,0,0,33,WED
385,2.35,78,0,0,0,33,WED
385,2.35,78,0,0,0,33,WED
383,2.3,76,0,0,0,33,WED
382,2.27,76,0,0,0,33,WED
381,2.24,77,0,0,0,33,WED
382,2.27,77,0,0,0,33,WED
383,2.3,78,0,0,0,33,WED
388,2.44,81,0,0,0,33,WED
386,2.38,78,0,0,0,33,WED
396,2.69,80,0,0,0,33,WED
402,2.9,81,0,0,0,33,WED
407,3.08,85,0,0,0.01,33,WED
406,3.04,86,0,0,0.01,33,WED
400,2.83,85,0,0,0.01,33,WED
399,2.79,86,0,0,0.01,33,WED
401,2.86,87,0,0,0.01,33,WED
400,2.83,88,0,0,0.01,33,WED
395,2.66,85,0,0,0.01,33,WED
394,2.63,85,0,0,0.01,33,WED
394,2.63,85,0,0,0.01,33,WED
396,2.69,85,0,0,0.01,33,WED
395,2.66,84,0,0,0,33,WED
397,2.73,85,0,0,0.01,33,WED
398,2.76,87,0,0,0.01,33,WED
399,2.79,88,0,0,0.01,33,WED
398,2.76,89,0,0,0.01,33,WED
396,2.69,85,0,0,0.01,33,WED
397,2.73,88,0,0,0.01,33,WED
395,2.66,89,0,0,0.01,33,WED
395,2.66,88,0,0,0.01,33,WED
397,2.73,89,0,0,0.01,33,WED
399,2.79,90,0,0,0.01,33,WED
398,2.76,90,0,0,0.01,33,WED
398,2.76,92,0,0,0.01,33,WED
395,2.66,93,0,0,0.01,33,WED
393,2.6,93,0,0,0.01,33,WED
388,2.44,93,0,0,0.01,33,WED
380,2.21,90,0,0,0.01,33,WED
380,2.21,90,0,0,0.01,33,WED
380,2.21,89,0,0,0.01,33,WED
379,2.19,89,0,0,0.01,33,WED
380,2.21,88,0,0,0.01,33,WED
379,2.19,88,0,0,0.01,33,WED
382,2.27,89,0,0,0.01,32,WED
385,2.35,89,0,0,0.01,32,WED
384,2.33,87,0,0,0.01,33,WED
387,2.41,89,0,0,0.01,32,WED
388,2.44,89,0,0,0.01,32,WED
388,2.44,89,0,0,0.01,32,WED
390,2.5,88,0,0,0.01,32,WED
391,2.53,89,0,0,0.01,33,WED
390,2.5,88,0,0,0.01,32,WED
392,2.57,88,0,0,0.01,33,WED
392,2.57,89,0,0,0.01,33,WED
389,2.47,88,0,0,0.01,33,WED
388,2.44,88,0,0,0.01,33,WED
390,2.5,87,0,0,0.01,33,WED
391,2.53,87,0,0,0.01,33,WED
394,2.63,88,0,0,0.01,33,WED
399,2.79,88,0,0,0.01,32,WED
402,2.9,88,0,0,0.01,33,WED
405,3.01,89,0,0,0.01,33,WED
407,3.08,89,0,0,0.01,33,WED
407,3.08,89,0,0,0.01,33,WED
409,3.15,91,0,0,0.01,33,WED
401,2.86,90,0,0,0.01,33,WED
399,2.79,89,0,0,0.01,33,WED
690,90.95,222,0.01,0.01,0.02,32,THU
686,86.29,225,0.01,0.01,0.02,32,THU
684,84.06,226,0.01,0.01,0.02,32,THU
681,80.84,226,0.01,0.01,0.02,32,THU
678,77.75,225,0.01,0.01,0.02,32,THU
676,75.76,225,0.01,0.01,0.02,33,THU
673,72.89,224,0.01,0.01,0.02,33,THU
671,71.04,224,0.01,0.01,0.02,33,THU
667,67.5,223,0.01,0.01,0.02,33,THU
661,62.54,221,0.01,0.01,0.02,33,THU
659,60.98,219,0.01,0,0.02,33,THU
657,59.46,218,0.01,0,0.02,33,THU
656,58.71,216,0.01,0,0.02,33,THU
653,56.54,215,0.01,0,0.02,33,THU
651,55.14,215,0.01,0,0.02,33,THU
648,53.11,215,0.01,0,0.02,33,THU
646,51.81,214,0.01,0,0.02,33,THU
644,50.54,214,0.01,0,0.02,33,THU
643,49.91,213,0.01,0,0.02,33,THU
641,48.69,213,0.01,0,0.02,33,THU
639,47.5,213,0.01,0,0.02,33,THU
637,46.34,213,0.01,0,0.02,33,THU
635,45.22,212,0.01,0,0.02,33,THU
636,45.78,212,0.01,0,0.02,33,THU
632,43.58,211,0.01,0,0.02,33,THU
631,43.05,211,0.01,0,0.02,33,THU
629,42.01,210,0.01,0,0.02,33,THU
628,41.5,209,0.01,0,0.01,33,THU
627,41,209,0.01,0,0.01,33,THU
625,40.01,208,0.01,0,0.01,33,THU
624,39.52,208,0.01,0,0.01,33,THU
622,38.57,209,0.01,0,0.01,33,THU
622,38.57,208,0.01,0,0.01,33,THU
621,38.11,208,0.01,0,0.01,33,THU
622,38.57,237,0.01,0.02,0.07,33,THU
744,192.02,309,0.07,0.11,0.23,33,THU
750,209.72,307,0.07,0.11,0.22,33,THU
745,194.85,309,0.07,0.11,0.21,33,THU
722,140.31,294,0.05,0.06,0.14,33,THU
711,120.55,284,0.04,0.05,0.11,33,THU
696,98.48,275,0.03,0.04,0.09,33,THU
696,98.48,272,0.03,0.03,0.09,33,THU
695,97.18,273,0.03,0.03,0.09,33,THU
695,97.18,272,0.03,0.03,0.09,33,THU
694,95.89,269,0.03,0.03,0.08,34,THU
693,94.63,269,0.03,0.03,0.08,34,THU
695,97.18,270,0.03,0.03,0.08,34,THU
696,98.48,270,0.03,0.03,0.08,34,THU
694,95.89,268,0.03,0.03,0.08,34,THU
692,93.39,262,0.03,0.03,0.07,34,THU
688,88.59,257,0.02,0.02,0.06,34,THU
682,81.9,253,0.02,0.02,0.05,34,THU
673,72.89,249,0.02,0.02,0.05,34,THU
667,67.5,247,0.02,0.01,0.04,34,THU
665,65.8,244,0.02,0.01,0.04,34,THU
663,64.15,242,0.01,0.01,0.04,34,THU
662,63.34,239,0.01,0.01,0.04,34,THU
661,62.54,236,0.01,0.01,0.03,34,THU
657,59.46,232,0.01,0.01,0.03,34,THU
655,57.98,229,0.01,0.01,0.03,34,THU
651,55.14,227,0.01,0.01,0.02,34,THU
647,52.46,227,0.01,0.01,0.02,34,THU
645,51.17,227,0.01,0.01,0.02,34,THU
643,49.91,226,0.01,0.01,0.02,34,THU
639,47.5,226,0.01,0.01,0.02,34,THU
630,42.53,223,0.01,0.01,0.02,34,THU
623,39.05,219,0.01,0,0.02,34,THU
619,37.2,216,0.01,0,0.02,34,THU
616,35.87,216,0.01,0,0.02,34,THU
617,36.31,214,0.01,0,0.02,35,THU
618,36.75,213,0.01,0,0.02,35,THU
617,36.31,212,0.01,0,0.02,35,THU
614,35.01,210,0.01,0,0.02,35,THU
612,34.18,208,0.01,0,0.01,35,THU
608,32.57,205,0,0,0.01,35,THU
607,32.19,204,0,0,0.01,35,THU
608,32.57,204,0,0,0.01,35,THU
609,32.97,203,0,0,0.01,35,THU
609,32.97,202,0,0,0.01,35,THU
609,32.97,201,0,0,0.01,35,THU
609,32.97,201,0,0,0.01,35,THU
608,32.57,201,0,0,0.01,35,THU
606,31.8,201,0,0,0.01,35,THU
603,30.68,201,0,0,0.01,35,THU
602,30.31,201,0,0,0.01,35,THU
602,30.31,200,0,0,0.01,35,THU
602,30.31,199,0,0,0.01,35,THU
601,29.95,198,0,0,0.01,35,THU
599,29.25,196,0,0,0.01,35,THU
596,28.22,195,0,0,0.01,35,THU
591,26.59,192,0,0,0.01,35,THU
590,26.28,192,0,0,0.01,35,THU
595,27.89,193,0,0,0.01,36,THU
595,27.89,192,0,0,0.01,36,THU
578,22.8,190,0,0,0.01,36,THU
575,22.01,187,0,0,0.01,36,THU
582,23.9,190,0,0,0.01,36,THU
576,22.27,188,0,0,0.01,36,THU
577,22.54,190,0,0,0.01,36,THU
586,25.06,192,0,0,0.01,36,THU
593,27.23,197,0,0,0.01,36,THU
591,26.59,198,0,0,0.01,36,THU
590,26.28,198,0,0,0.01,36,THU
588,25.66,196,0,0,0.01,36,THU
588,25.66,200,0,0,0.01,36,THU
583,24.19,196,0,0,0.01,36,THU
574,21.75,188,0,0,0.01,36,THU
582,23.9,190,0,0,0.01,36,THU
586,25.06,196,0,0,0.01,36,THU
592,26.91,201,0,0,0.01,36,THU
592,26.91,200,0,0,0.01,36,THU
585,24.77,201,0,0,0.01,36,THU
586,25.06,200,0,0,0.01,36,THU
582,23.9,197,0,0,0.01,36,THU
576,22.27,194,0,0,0.01,36,THU
576,22.27,191,0,0,0.01,36,THU
576,22.27,188,0,0,0.01,36,THU
575,22.01,186,0,0,0.01,36,THU
567,20.04,183,0,0,0.01,36,THU
563,19.12,181,0,0,0.01,37,THU
568,20.27,178,0,0,0.01,36,THU
566,19.8,176,0,0,0,37,THU
565,19.57,174,0,0,0,37,THU
560,18.46,173,0,0,0,37,THU
561,18.68,172,0,0,0,37,THU
555,17.42,171,0,0,0,37,THU
543,15.14,168,0,0,0,37,THU
546,15.68,165,0,0,0,37,THU
528,12.72,157,0,0,0,37,THU
534,13.64,158,0,0,0,37,THU
533,13.48,159,0,0,0,37,THU
530,13.02,157,0,0,0,37,THU
525,12.29,157,0,0,0,36,THU
520,11.6,155,0,0,0,36,THU
522,11.87,157,0,0,0,36,THU
523,12.01,155,0,0,0,37,THU
526,12.43,158,0,0,0,36,THU
527,12.58,158,0,0,0,36,THU
527,12.58,160,0,0,0,36,THU
528,12.72,156,0,0,0,36,THU
526,12.43,155,0,0,0,36,THU
524,12.15,154,0,0,0,36,THU
520,11.6,157,0,0,0,36,THU
529,12.87,156,0,0,0,36,THU
527,12.58,155,0,0,0,36,THU
526,12.43,155,0,0,0,36,THU
524,12.15,154,0,0,0,36,THU
526,12.43,153,0,0,0,36,THU
522,11.87,152,0,0,0,36,THU
519,11.46,150,0,0,0,36,THU
522,11.87,149,0,0,0,36,THU
523,12.01,149,0,0,0,36,THU
523,12.01,149,0,0,0,36,THU
524,12.15,149,0,0,0,36,THU
523,12.01,149,0,0,0,36,THU
516,11.07,146,0,0,0,36,THU
515,10.94,146,0,0,0,36,THU
515,10.94,146,0,0,0,36,THU
509,10.21,143,0,0,0,36,THU
514,10.82,140,0,0,0,36,THU
519,11.46,143,0,0,0,36,THU
520,11.6,143,0,0,0,36,THU
523,12.01,144,0,0,0,37,THU
519,11.46,145,0,0,0,36,THU
523,12.01,147,0,0,0,36,THU
525,12.29,148,0,0,0,36,THU
530,13.02,153,0,0,0,36,THU
531,13.17,154,0,0,0,36,THU
527,12.58,154,0,0,0,36,THU
532,13.33,157,0,0,0,36,THU
530,13.02,158,0,0,0,36,THU
533,13.48,159,0,0,0,36,THU
529,12.87,159,0,0,0,36,THU
531,13.17,159,0,0,0,36,THU
535,13.8,160,0,0,0,36,THU
541,14.8,163,0,0,0,36,THU
536,13.96,165,0,0,0,36,THU
539,14.46,166,0,0,0,36,THU
537,14.12,163,0,0,0,36,THU
536,13.96,163,0,0,0,36,THU
530,13.02,163,0,0,0,36,THU
526,12.43,160,0,0,0,36,THU
528,12.72,160,0,0,0,36,THU
526,12.43,160,0,0,0,36,THU
524,12.15,160,0,0,0,36,THU
515,10.94,157,0,0,0,36,THU
514,10.82,157,0,0,0,36,THU
526,12.43,159,0,0,0,36,THU
531,13.17,158,0,0,0,36,THU
528,12.72,159,0,0,0,36,THU
524,12.15,156,0,0,0,36,THU
536,13.96,158,0,0,0,36,THU
531,13.17,159,0,0,0,35,THU
532,13.33,157,0,0,0,35,THU
531,13.17,154,0,0,0,35,THU
533,13.48,157,0,0,0,35,THU
532,13.33,156,0,0,0,35,THU
533,13.48,157,0,0,0,35,THU
530,13.02,156,0,0,0,35,THU
534,13.64,159,0,0,0,35,THU
532,13.33,159,0,0,0,35,THU
532,13.33,159,0,0,0,35,THU
534,13.64,162,0,0,0,35,THU
535,13.8,162,0,0,0,35,THU
531,13.17,160,0,0,0,35,THU
535,13.8,160,0,0,0,35,THU
535,13.8,162,0,0,0,35,THU
534,13.64,163,0,0,0,35,THU
535,13.8,164,0,0,0,35,THU
531,13.17,165,0,0,0,35,THU
536,13.96,166,0,0,0,35,THU
533,13.48,167,0,0,0,35,THU
533,13.48,167,0,0,0,35,THU
532,13.33,167,0,0,0,35,THU
535,13.8,167,0,0,0,35,THU
532,13.33,166,0,0,0,35,THU
531,13.17,166,0,0,0,35,THU
529,12.87,165,0,0,0,35,THU
528,12.72,164,0,0,0,35,THU
525,12.29,162,0,0,0,35,THU
526,12.43,160,0,0,0,35,THU
524,12.15,159,0,0,0,35,THU
523,12.01,158,0,0,0,35,THU
523,12.01,156,0,0,0,35,THU
520,11.6,154,0,0,0,35,THU
520,11.6,154,0,0,0,35,THU
517,11.2,154,0,0,0,35,THU
523,12.01,153,0,0,0,35,THU
523,12.01,154,0,0,0,35,THU
521,11.73,153,0,0,0,35,THU
517,11.2,151,0,0,0,35,THU
511,10.45,150,0,0,0,35,THU
507,9.98,148,0,0,0,35,THU
506,9.86,149,0,0,0,35,THU
506,9.86,148,0,0,0,36,THU
507,9.98,148,0,0,0,36,THU
511,10.45,147,0,0,0,36,THU
509,10.21,147,0,0,0,36,THU
507,9.98,146,0,0,0,36,THU
506,9.86,146,0,0,0,36,THU
503,9.52,146,0,0,0,36,THU
501,9.31,145,0,0,0,36,THU
503,9.52,145,0,0,0,36,THU
505,9.75,145,0,0,0,36,THU
502,9.41,144,0,0,0,36,THU
505,9.75,145,0,0,0,36,THU
504,9.64,144,0,0,0,36,THU
503,9.52,144,0,0,0,36,THU
505,9.75,144,0,0,0,36,THU
504,9.64,143,0,0,0,36,THU
502,9.41,142,0,0,0,36,THU
501,9.31,141,0,0,0,36,THU
503,9.52,141,0,0,0,36,THU
504,9.64,141,0,0,0,36,THU
505,9.75,141,0,0,0,36,THU
504,9.64,141,0,0,0,36,THU
503,9.52,141,0,0,0,36,THU
503,9.52,141,0,0,0,36,THU
502,9.41,140,0,0,0,36,THU
504,9.64,140,0,0,0,36,THU
504,9.64,140,0,0,0,36,THU
502,9.41,140,0,0,0,36,THU
503,9.52,140,0,0,0,36,THU
503,9.52,140,0,0,0,37,THU
503,9.52,139,0,0,0,37,THU
501,9.31,139,0,0,0,37,THU
499,9.09,139,0,0,0,37,THU
498,8.99,138,0,0,0,37,THU
496,8.78,138,0,0,0,37,THU
495,8.68,138,0,0,0,37,THU
495,8.68,138,0,0,0,37,THU
495,8.68,138,0,0,0,37,THU
494,8.58,137,0,0,0,37,THU
494,8.58,137,0,0,0,37,THU
495,8.68,137,0,0,0,37,THU
494,8.58,137,0,0,0,37,THU
491,8.29,137,0,0,0,37,THU
486,7.82,136,0,0,0,37,THU
485,7.73,136,0,0,0,37,THU
485,7.73,135,0,0,0,37,THU
486,7.82,135,0,0,0,37,THU
482,7.47,134,0,0,0,37,THU
481,7.38,134,0,0,0,37,THU
480,7.29,134,0,0,0,37,THU
478,7.13,133,0,0,0,37,THU
482,7.47,132,0,0,0,37,THU
481,7.38,133,0,0,0,37,THU
482,7.47,132,0,0,0,37,THU
482,7.47,132,0,0,0,37,THU
485,7.73,132,0,0,0,37,THU
485,7.73,132,0,0,0,37,THU
487,7.91,132,0,0,0,37,THU
487,7.91,132,0,0,0,37,THU
485,7.73,132,0,0,0,37,THU
485,7.73,132,0,0,0,37,THU
485,7.73,132,0,0,0,37,THU
487,7.91,132,0,0,0,38,THU
487,7.91,132,0,0,0,38,THU
488,8,132,0,0,0,38,THU
486,7.82,132,0,0,0,38,THU
479,7.21,132,0,0,0,38,THU
483,7.55,132,0,0,0,38,THU
485,7.73,132,0,0,0,38,THU
488,8,132,0,0,0,38,THU
491,8.29,132,0,0,0,38,THU
494,8.58,133,0,0,0,38,THU
495,8.68,133,0,0,0,38,THU
495,8.68,132,0,0,0,38,THU
496,8.78,132,0,0,0,38,THU
497,8.88,133,0,0,0,38,THU
496,8.78,132,0,0,0,38,THU
496,8.78,133,0,0,0,38,THU
495,8.68,133,0,0,0,38,THU
495,8.68,133,0,0,0,38,THU
496,8.78,133,0,0,0,38,THU
498,8.99,133,0,0,0,38,THU
498,8.99,133,0,0,0,38,THU
501,9.31,132,0,0,0,38,THU
501,9.31,132,0,0,0,38,THU
499,9.09,132,0,0,0,38,THU
498,8.99,133,0,0,0,38,THU
497,8.88,133,0,0,0,38,THU
497,8.88,133,0,0,0,38,THU
497,8.88,133,0,0,0,38,THU
499,9.09,133,0,0,0,38,THU
504,9.64,133,0,0,0,38,THU
505,9.75,134,0,0,0,38,THU
506,9.86,134,0,0,0,38,THU
505,9.75,134,0,0,0,38,THU
504,9.64,133,0,0,0,38,THU
505,9.75,133,0,0,0,38,THU
503,9.52,133,0,0,0,38,THU
503,9.52,133,0,0,0,38,THU
504,9.64,133,0,0,0,38,THU
502,9.41,132,0,0,0,38,THU
496,8.78,132,0,0,0,38,THU
494,8.58,131,0,0,0,38,THU
490,8.19,131,0,0,0,38,THU
482,7.47,130,0,0,0,39,THU
484,7.64,130,0,0,0,39,THU
486,7.82,130,0,0,0,38,THU
485,7.73,130,0,0,0,39,THU
479,7.21,130,0,0,0,39,THU
485,7.73,130,0,0,0,39,THU
486,7.82,130,0,0,0,39,THU
482,7.47,130,0,0,0,39,THU
482,7.47,129,0,0,0,39,THU
484,7.64,129,0,0,0,39,THU
482,7.47,128,0,0,0,39,THU
484,7.64,128,0,0,0,39,THU
484,7.64,129,0,0,0,39,THU
486,7.82,129,0,0,0,39,THU
488,8,129,0,0,0,39,THU
491,8.29,129,0,0,0,39,THU
491,8.29,129,0,0,0,39,THU
488,8,129,0,0,0,39,THU
487,7.91,129,0,0,0,39,THU
489,8.1,129,0,0,0,39,THU
490,8.19,129,0,0,0,39,THU
490,8.19,129,0,0,0,39,THU
489,8.1,129,0,0,0,39,THU
489,8.1,129,0,0,0,39,THU
489,8.1,129,0,0,0,39,THU
488,8,129,0,0,0,39,THU
489,8.1,129,0,0,0,39,THU
489,8.1,128,0,0,0,39,THU
489,8.1,128,0,0,0,39,THU
488,8,128,0,0,0,39,THU
488,8,129,0,0,0,39,THU
486,7.82,129,0,0,0,39,THU
488,8,129,0,0,0,39,THU
489,8.1,129,0,0,0,39,THU
488,8,129,0,0,0,39,THU
486,7.82,129,0,0,0,39,THU
484,7.64,129,0,0,0,39,THU
486,7.82,129,0,0,0,39,THU
488,8,129,0,0,0,39,THU
489,8.1,129,0,0,0,39,THU
489,8.1,130,0,0,0,39,THU
489,8.1,129,0,0,0,39,THU
489,8.1,129,0,0,0,39,THU
489,8.1,128,0,0,0,39,THU
487,7.91,128,0,0,0,39,THU
487,7.91,128,0,0,0,39,THU
491,8.29,128,0,0,0,39,THU
491,8.29,128,0,0,0,39,THU
494,8.58,128,0,0,0,39,THU
496,8.78,128,0,0,0,39,THU
494,8.58,128,0,0,0,39,THU
495,8.68,128,0,0,0,39,THU
496,8.78,128,0,0,0,39,THU
497,8.88,128,0,0,0,40,THU
496,8.78,128,0,0,0,40,THU
494,8.58,128,0,0,0,40,THU
491,8.29,128,0,0,0,40,THU
489,8.1,128,0,0,0,40,THU
487,7.91,128,0,0,0,40,THU
488,8,128,0,0,0,40,THU
487,7.91,128,0,0,0,40,THU
486,7.82,128,0,0,0,40,THU
486,7.82,127,0,0,0,40,THU
483,7.55,127,0,0,0,40,THU
483,7.55,128,0,0,0,40,THU
483,7.55,127,0,0,0,40,THU
484,7.64,127,0,0,0,40,THU
484,7.64,128,0,0,0,40,THU
484,7.64,127,0,0,0,40,THU
484,7.64,127,0,0,0,40,THU
484,7.64,126,0,0,0,40,THU
484,7.64,126,0,0,0,40,THU
483,7.55,126,0,0,0,40,THU
482,7.47,126,0,0,0,40,THU
482,7.47,126,0,0,0,40,THU
480,7.29,126,0,0,0,40,THU
481,7.38,126,0,0,0,40,THU
482,7.47,126,0,0,0,40,THU
482,7.47,125,0,0,0,40,THU
479,7.21,125,0,0,0,40,THU
477,7.04,125,0,0,0,40,THU
475,6.88,125,0,0,0,40,THU
477,7.04,125,0,0,0,40,THU
474,6.8,125,0,0,0,40,THU
474,6.8,125,0,0,0,40,THU
475,6.88,124,0,0,0,40,THU
473,6.72,124,0,0,0,40,THU
474,6.8,124,0,0,0,40,THU
474,6.8,124,0,0,0,40,THU
476,6.96,124,0,0,0,40,THU
477,7.04,125,0,0,0,40,THU
477,7.04,124,0,0,0,40,THU
479,7.21,123,0,0,0,40,THU
480,7.29,123,0,0,0,40,THU
480,7.29,124,0,0,0,40,THU
482,7.47,123,0,0,0,40,THU
484,7.64,123,0,0,0,40,THU
487,7.91,124,0,0,0,40,THU
489,8.1,124,0,0,0,40,THU
489,8.1,124,0,0,0,40,THU
488,8,124,0,0,0,40,THU
484,7.64,124,0,0,0,40,THU
481,7.38,124,0,0,0,40,THU
481,7.38,124,0,0,0,40,THU
481,7.38,124,0,0,0,40,THU
479,7.21,124,0,0,0,40,THU
479,7.21,124,0,0,0,40,THU
481,7.38,124,0,0,0,40,THU
481,7.38,124,0,0,0,40,THU
480,7.29,124,0,0,0,40,THU
479,7.21,124,0,0,0,40,THU
478,7.13,123,0,0,0,40,THU
477,7.04,123,0,0,0,40,THU
478,7.13,123,0,0,0,40,THU
477,7.04,123,0,0,0,40,THU
478,7.13,123,0,0,0,40,THU
480,7.29,123,0,0,0,40,THU
480,7.29,123,0,0,0,40,THU
482,7.47,123,0,0,0,40,THU
481,7.38,123,0,0,0,40,THU
483,7.55,123,0,0,0,40,THU
481,7.38,123,0,0,0,40,THU
482,7.47,123,0,0,0,41,THU
484,7.64,123,0,0,0,41,THU
489,8.1,123,0,0,0,41,THU
492,8.38,124,0,0,0,41,THU
495,8.68,124,0,0,0,41,THU
494,8.58,124,0,0,0,41,THU
496,8.78,123,0,0,0,41,THU
492,8.38,124,0,0,0,41,THU
493,8.48,123,0,0,0,41,THU
496,8.78,123,0,0,0,41,THU
494,8.58,123,0,0,0,41,THU
491,8.29,123,0,0,0,41,THU
488,8,123,0,0,0,41,THU
487,7.91,123,0,0,0,41,THU
486,7.82,123,0,0,0,41,THU
487,7.91,123,0,0,0,41,THU
487,7.91,123,0,0,0,41,THU
487,7.91,123,0,0,0,41,THU
488,8,124,0,0,0,41,THU
488,8,123,0,0,0,41,THU
487,7.91,123,0,0,0,41,THU
486,7.82,123,0,0,0,41,THU
486,7.82,124,0,0,0,41,THU
485,7.73,124,0,0,0,41,THU
