CO2(PPM),AQI(PPM),CO(PPM),LPG(PPM),BUTANE(PPM),SMOKE(PPM),TEMP,DAYS
688,88.59,256,0.01,0,0.02,36,MON
679,78.76,253,0.01,0,0.02,36,MON
671,71.04,250,0.01,0,0.02,36,MON
663,64.15,249,0.01,0,0.02,36,MON
654,57.26,246,0.01,0,0.02,36,MON
648,53.11,241,0.01,0,0.01,36,MON
642,49.3,243,0.01,0,0.01,36,MON
637,46.34,242,0,0,0.01,36,MON
632,43.58,239,0,0,0.01,36,MON
625,40.01,233,0,0,0.01,36,MON
620,37.65,230,0,0,0.01,36,MON
616,35.87,227,0,0,0.01,36,MON
611,33.77,229,0,0,0.01,36,MON
607,32.19,227,0,0,0.01,36,MON
603,30.68,221,0,0,0.01,36,MON
598,28.9,226,0,0,0.01,36,MON
592,26.91,224,0,0,0.01,36,MON
591,26.59,225,0,0,0.01,36,MON
588,25.66,220,0,0,0.01,36,MON
586,25.06,219,0,0,0.01,36,MON
585,24.77,217,0,0,0.01,36,MON
582,23.9,216,0,0,0.01,36,MON
580,23.35,215,0,0,0.01,36,MON
577,22.54,214,0,0,0.01,36,MON
576,22.27,213,0,0,0.01,36,MON
575,22.01,210,0,0,0.01,36,MON
574,21.75,208,0,0,0.01,36,MON
573,21.5,207,0,0,0,36,MON
572,21.25,205,0,0,0,36,MON
568,20.27,208,0,0,0,36,MON
564,19.35,199,0,0,0,36,MON
564,19.35,199,0,0,0,36,MON
555,17.42,199,0,0,0,36,MON
553,17.01,197,0,0,0,36,MON
553,17.01,199,0,0,0,36,MON
548,16.05,206,0,0,0,36,MON
551,16.62,206,0,0,0,37,MON
557,17.83,205,0,0,0,37,MON
563,19.12,206,0,0,0,37,MON
565,19.57,207,0,0,0,37,MON
564,19.35,206,0,0,0,37,MON
556,17.62,197,0,0,0,37,MON
555,17.42,195,0,0,0,37,MON
569,20.51,201,0,0,0,37,MON
578,22.8,200,0,0,0,37,MON
567,20.04,192,0,0,0,37,MON
565,19.57,188,0,0,0,37,MON
568,20.27,188,0,0,0,37,MON
572,21.25,195,0,0,0,37,MON
576,22.27,197,0,0,0,37,MON
578,22.8,199,0,0,0,37,MON
580,23.35,200,0,0,0,37,MON
585,24.77,205,0,0,0,37,MON
588,25.66,210,0,0,0.01,37,MON
583,24.19,210,0,0,0.01,37,MON
592,26.91,216,0,0,0.01,37,MON
594,27.56,217,0,0,0.01,37,MON
588,25.66,209,0,0,0,37,MON
585,24.77,205,0,0,0,37,MON
583,24.19,205,0,0,0,37,MON
591,26.59,208,0,0,0,37,MON
586,25.06,202,0,0,0,37,MON
584,24.48,199,0,0,0,37,MON
576,22.27,197,0,0,0,37,MON
576,22.27,196,0,0,0,38,MON
586,25.06,204,0,0,0,38,MON
588,25.66,207,0,0,0,38,MON
590,26.28,209,0,0,0.01,38,MON
567,20.04,208,0,0,0,38,MON
587,25.36,205,0,0,0,38,MON
587,25.36,209,0,0,0.01,38,MON
557,17.83,206,0,0,0,38,MON
578,22.8,206,0,0,0,38,MON
559,18.25,211,0,0,0.01,38,MON
574,21.75,216,0,0,0.01,38,MON
593,27.23,218,0,0,0.01,38,MON
593,27.23,217,0,0,0.01,38,MON
589,25.97,218,0,0,0.01,38,MON
568,20.27,216,0,0,0.01,38,MON
573,21.5,213,0,0,0.01,38,MON
552,16.82,210,0,0,0.01,38,MON
566,19.8,204,0,0,0,38,MON
568,20.27,198,0,0,0,38,MON
560,18.46,194,0,0,0,38,MON
558,18.04,190,0,0,0,38,MON
547,15.87,188,0,0,0,38,MON
559,18.25,193,0,0,0,38,MON
558,18.04,197,0,0,0,38,MON
559,18.25,196,0,0,0,38,MON
563,19.12,195,0,0,0,38,MON
541,14.8,193,0,0,0,38,MON
563,19.12,192,0,0,0,38,MON
550,16.43,188,0,0,0,38,MON
575,22.01,187,0,0,0,38,MON
582,23.9,185,0,0,0,38,MON
564,19.35,187,0,0,0,38,MON
538,14.29,183,0,0,0,38,MON
568,20.27,177,0,0,0,38,MON
586,25.06,180,0,0,0,38,MON
590,26.28,183,0,0,0,38,MON
603,30.68,184,0,0,0,38,MON
608,32.57,185,0,0,0,38,MON
604,31.05,183,0,0,0,38,MON
600,29.6,182,0,0,0,38,MON
595,27.89,184,0,0,0,38,MON
602,30.31,188,0,0,0,38,MON
604,31.05,188,0,0,0,38,MON
596,28.22,187,0,0,0,38,MON
576,22.27,186,0,0,0,38,MON
576,22.27,185,0,0,0,38,MON
585,24.77,184,0,0,0,38,MON
578,22.8,185,0,0,0,38,MON
593,27.23,188,0,0,0,38,MON
586,25.06,194,0,0,0,38,MON
588,25.66,199,0,0,0,38,MON
593,27.23,199,0,0,0,38,MON
599,29.25,199,0,0,0,38,MON
612,34.18,198,0,0,0,38,MON
605,31.42,193,0,0,0,38,MON
608,32.57,197,0,0,0,38,MON
601,29.95,195,0,0,0,38,MON
592,26.91,193,0,0,0,38,MON
579,23.07,194,0,0,0,38,MON
579,23.07,194,0,0,0,38,MON
590,26.28,194,0,0,0,38,MON
566,19.8,190,0,0,0,38,MON
573,21.5,186,0,0,0,38,MON
597,28.56,185,0,0,0,38,MON
575,22.01,183,0,0,0,38,MON
564,19.35,182,0,0,0,38,MON
568,20.27,181,0,0,0,38,MON
588,25.66,181,0,0,0,38,MON
582,23.9,179,0,0,0,38,MON
555,17.42,177,0,0,0,38,MON
549,16.24,174,0,0,0,38,MON
546,15.68,170,0,0,0,38,MON
557,17.83,168,0,0,0,38,MON
546,15.68,167,0,0,0,38,MON
556,17.62,168,0,0,0,38,MON
544,15.32,167,0,0,0,38,MON
553,17.01,170,0,0,0,38,MON
553,17.01,168,0,0,0,38,MON
549,16.24,170,0,0,0,38,MON
563,19.12,170,0,0,0,38,MON
573,21.5,171,0,0,0,38,MON
581,23.62,169,0,0,0,38,MON
580,23.35,170,0,0,0,38,MON
567,20.04,170,0,0,0,38,MON
588,25.66,170,0,0,0,38,MON
567,20.04,169,0,0,0,38,MON
565,19.57,168,0,0,0,38,MON
561,18.68,167,0,0,0,38,MON
557,17.83,166,0,0,0,38,MON
564,19.35,164,0,0,0,38,MON
564,19.35,164,0,0,0,38,MON
559,18.25,163,0,0,0,38,MON
568,20.27,161,0,0,0,38,MON
576,22.27,162,0,0,0,38,MON
585,24.77,162,0,0,0,38,MON
581,23.62,162,0,0,0,38,MON
567,20.04,161,0,0,0,38,MON
564,19.35,160,0,0,0,38,MON
580,23.35,159,0,0,0,38,MON
570,20.76,157,0,0,0,38,MON
578,22.8,157,0,0,0,38,MON
576,22.27,157,0,0,0,38,MON
571,21,157,0,0,0,38,MON
564,19.35,157,0,0,0,38,MON
578,22.8,157,0,0,0,38,MON
584,24.48,156,0,0,0,38,MON
585,24.77,156,0,0,0,38,MON
586,25.06,156,0,0,0,38,MON
586,25.06,155,0,0,0,38,MON
585,24.77,154,0,0,0,38,MON
584,24.48,154,0,0,0,38,MON
583,24.19,153,0,0,0,38,MON
575,22.01,152,0,0,0,38,MON
568,20.27,151,0,0,0,38,MON
577,22.54,148,0,0,0,38,MON
561,18.68,143,0,0,0,38,MON
548,16.05,140,0,0,0,38,MON
555,17.42,140,0,0,0,38,MON
546,15.68,141,0,0,0,38,MON
543,15.14,143,0,0,0,38,MON
546,15.68,144,0,0,0,38,MON
551,16.62,146,0,0,0,38,MON
553,17.01,146,0,0,0,38,MON
574,21.75,148,0,0,0,38,MON
579,23.07,155,0,0,0,38,MON
580,23.35,157,0,0,0,38,MON
583,24.19,155,0,0,0,39,MON
579,23.07,151,0,0,0,38,MON
575,22.01,147,0,0,0,38,MON
570,20.76,144,0,0,0,39,MON
566,19.8,140,0,0,0,39,MON
563,19.12,138,0,0,0,38,MON
561,18.68,136,0,0,0,38,MON
558,18.04,134,0,0,0,38,MON
555,17.42,132,0,0,0,39,MON
549,16.24,130,0,0,0,39,MON
547,15.87,128,0,0,0,39,MON
544,15.32,127,0,0,0,39,MON
542,14.97,126,0,0,0,39,MON
538,14.29,124,0,0,0,39,MON
533,13.48,124,0,0,0,39,MON
532,13.33,123,0,0,0,39,MON
532,13.33,123,0,0,0,39,MON
532,13.33,122,0,0,0,39,MON
532,13.33,121,0,0,0,39,MON
531,13.17,122,0,0,0,39,MON
533,13.48,121,0,0,0,39,MON
534,13.64,121,0,0,0,39,MON
534,13.64,121,0,0,0,39,MON
534,13.64,121,0,0,0,39,MON
535,13.8,121,0,0,0,39,MON
536,13.96,121,0,0,0,39,MON
536,13.96,120,0,0,0,39,MON
534,13.64,120,0,0,0,39,MON
532,13.33,119,0,0,0,39,MON
533,13.48,120,0,0,0,39,MON
534,13.64,120,0,0,0,39,MON
534,13.64,119,0,0,0,39,MON
534,13.64,118,0,0,0,39,MON
534,13.64,117,0,0,0,39,MON
534,13.64,116,0,0,0,39,MON
529,12.87,116,0,0,0,39,MON
531,13.17,115,0,0,0,39,MON
530,13.02,115,0,0,0,39,MON
530,13.02,114,0,0,0,39,MON
528,12.72,114,0,0,0,39,MON
543,15.14,115,0,0,0,39,MON
543,15.14,113,0,0,0,39,MON
544,15.32,113,0,0,0,39,MON
544,15.32,113,0,0,0,39,MON
542,14.97,113,0,0,0,39,MON
541,14.8,112,0,0,0,39,MON
538,14.29,112,0,0,0,39,MON
531,13.17,111,0,0,0,39,MON
531,13.17,112,0,0,0,39,MON
531,13.17,112,0,0,0,39,MON
531,13.17,112,0,0,0,39,MON
533,13.48,111,0,0,0,39,MON
535,13.8,112,0,0,0,39,MON
538,14.29,112,0,0,0,39,MON
540,14.62,112,0,0,0,39,MON
543,15.14,112,0,0,0,39,MON
544,15.32,112,0,0,0,39,MON
546,15.68,112,0,0,0,39,MON
547,15.87,111,0,0,0,39,MON
550,16.43,112,0,0,0,39,MON
550,16.43,111,0,0,0,39,MON
552,16.82,111,0,0,0,39,MON
551,16.62,111,0,0,0,39,MON
551,16.62,111,0,0,0,39,MON
552,16.82,111,0,0,0,39,MON
552,16.82,111,0,0,0,39,MON
554,17.21,111,0,0,0,39,MON
556,17.62,111,0,0,0,39,MON
556,17.62,110,0,0,0,39,MON
557,17.83,111,0,0,0,39,MON
558,18.04,111,0,0,0,40,MON
559,18.25,111,0,0,0,39,MON
562,18.9,113,0,0,0,39,MON
565,19.57,113,0,0,0,39,MON
565,19.57,113,0,0,0,40,MON
566,19.8,114,0,0,0,39,MON
568,20.27,114,0,0,0,40,MON
570,20.76,116,0,0,0,40,MON
572,21.25,116,0,0,0,40,MON
574,21.75,117,0,0,0,40,MON
576,22.27,118,0,0,0,40,MON
577,22.54,118,0,0,0,40,MON
579,23.07,118,0,0,0,40,MON
580,23.35,119,0,0,0,40,MON
581,23.62,120,0,0,0,40,MON
582,23.9,120,0,0,0,40,MON
583,24.19,120,0,0,0,40,MON
584,24.48,119,0,0,0,40,MON
584,24.48,120,0,0,0,40,MON
586,25.06,120,0,0,0,40,MON
587,25.36,120,0,0,0,40,MON
587,25.36,120,0,0,0,40,MON
588,25.66,120,0,0,0,40,MON
588,25.66,120,0,0,0,40,MON
584,24.48,120,0,0,0,40,MON
589,25.97,120,0,0,0,40,MON
592,26.91,120,0,0,0,40,MON
592,26.91,119,0,0,0,40,MON
590,26.28,119,0,0,0,40,MON
592,26.91,118,0,0,0,40,MON
598,28.9,118,0,0,0,40,MON
595,27.89,116,0,0,0,40,MON
589,25.97,115,0,0,0,40,MON
592,26.91,114,0,0,0,40,MON
587,25.36,107,0,0,0,40,MON
594,27.56,106,0,0,0,40,MON
598,28.9,109,0,0,0,40,MON
601,29.95,112,0,0,0,40,MON
603,30.68,114,0,0,0,41,MON
606,31.8,116,0,0,0,40,MON
610,33.37,118,0,0,0,41,MON
612,34.18,120,0,0,0,41,MON
614,35.01,120,0,0,0,41,MON
611,33.77,122,0,0,0,41,MON
611,33.77,123,0,0,0,41,MON
611,33.77,123,0,0,0,41,MON
610,33.37,124,0,0,0,41,MON
611,33.77,123,0,0,0,41,MON
613,34.59,124,0,0,0,41,MON
613,34.59,127,0,0,0,41,MON
617,36.31,128,0,0,0,41,MON
620,37.65,129,0,0,0,41,MON
622,38.57,131,0,0,0,41,MON
623,39.05,132,0,0,0,41,MON
623,39.05,133,0,0,0,41,MON
623,39.05,133,0,0,0,41,MON
624,39.52,134,0,0,0,41,MON
612,34.18,135,0,0,0,41,MON
610,33.37,136,0,0,0,41,MON
607,32.19,134,0,0,0,41,MON
607,32.19,135,0,0,0,41,MON
611,33.77,135,0,0,0,41,MON
612,34.18,135,0,0,0,41,MON
612,34.18,135,0,0,0,41,MON
607,32.19,134,0,0,0,41,MON
608,32.57,135,0,0,0,41,MON
597,28.56,132,0,0,0,41,MON
604,31.05,133,0,0,0,41,MON
599,29.25,134,0,0,0,41,MON
596,28.22,135,0,0,0,41,MON
591,26.59,136,0,0,0,41,MON
592,26.91,137,0,0,0,41,MON
622,38.57,138,0,0,0,41,MON
619,37.2,138,0,0,0,41,MON
620,37.65,139,0,0,0,41,MON
622,38.57,140,0,0,0,41,MON
625,40.01,141,0,0,0,41,MON
626,40.5,143,0,0,0,41,MON
621,38.11,143,0,0,0,41,MON
623,39.05,144,0,0,0,41,MON
624,39.52,145,0,0,0,41,MON
625,40.01,146,0,0,0,41,MON
626,40.5,146,0,0,0,41,MON
620,37.65,147,0,0,0,41,MON
623,39.05,148,0,0,0,41,MON
630,42.53,148,0,0,0,41,MON
632,43.58,150,0,0,0,41,MON
637,46.34,154,0,0,0,41,MON
642,49.3,161,0,0,0,41,MON
657,59.46,167,0,0,0,41,MON
648,53.11,168,0,0,0,41,MON
661,62.54,169,0,0,0,41,MON
651,55.14,169,0,0,0,41,MON
655,57.98,172,0,0,0,41,MON
657,59.46,174,0,0,0,41,MON
656,58.71,173,0,0,0,41,MON
656,58.71,174,0,0,0,41,MON
643,49.91,173,0,0,0,41,MON
635,45.22,173,0,0,0,41,MON
641,48.69,173,0,0,0,41,MON
643,49.91,173,0,0,0,41,MON
643,49.91,174,0,0,0,41,MON
641,48.69,174,0,0,0,41,MON
649,53.78,174,0,0,0,41,MON
655,57.98,174,0,0,0,41,MON
652,55.84,174,0,0,0,41,MON
641,48.69,173,0,0,0,41,MON
638,46.92,173,0,0,0,41,MON
634,44.66,173,0,0,0,41,MON
649,53.78,173,0,0,0,41,MON
646,51.81,172,0,0,0,41,MON
644,50.54,169,0,0,0,41,MON
642,49.3,168,0,0,0,41,MON
640,48.09,167,0,0,0,41,MON
640,48.09,166,0,0,0,41,MON
640,48.09,166,0,0,0,41,MON
632,43.58,166,0,0,0,41,MON
636,45.78,165,0,0,0,41,MON
633,44.12,163,0,0,0,41,MON
622,38.57,162,0,0,0,41,MON
622,38.57,162,0,0,0,41,MON
630,42.53,165,0,0,0,41,MON
631,43.05,168,0,0,0,41,MON
635,45.22,170,0,0,0,41,MON
633,44.12,171,0,0,0,41,MON
635,45.22,171,0,0,0,41,MON
642,49.3,171,0,0,0,41,MON
644,50.54,172,0,0,0,41,MON
644,50.54,177,0,0,0,41,MON
647,52.46,181,0,0,0,41,MON
648,53.11,183,0,0,0,41,MON
645,51.17,181,0,0,0,41,MON
645,51.17,181,0,0,0,41,MON
643,49.91,181,0,0,0,41,MON
646,51.81,181,0,0,0,41,MON
616,35.87,179,0,0,0,41,MON
631,43.05,180,0,0,0,41,MON
637,46.34,182,0,0,0,41,MON
644,50.54,182,0,0,0,41,MON
641,48.69,183,0,0,0,41,MON
648,53.11,184,0,0,0,41,MON
651,55.14,183,0,0,0,41,MON
647,52.46,182,0,0,0,41,MON
641,48.69,181,0,0,0,41,MON
641,48.69,179,0,0,0,41,MON
636,45.78,178,0,0,0,41,MON
633,44.12,178,0,0,0,41,MON
637,46.34,176,0,0,0,41,MON
643,49.91,174,0,0,0,41,MON
644,50.54,173,0,0,0,41,MON
643,49.91,172,0,0,0,41,MON
637,46.34,171,0,0,0,41,MON
636,45.78,170,0,0,0,41,MON
636,45.78,168,0,0,0,41,MON
636,45.78,165,0,0,0,41,MON
635,45.22,164,0,0,0,40,MON
636,45.78,165,0,0,0,40,MON
633,44.12,166,0,0,0,40,MON
634,44.66,167,0,0,0,40,MON
635,45.22,167,0,0,0,40,MON
636,45.78,166,0,0,0,40,MON
635,45.22,165,0,0,0,40,MON
635,45.22,165,0,0,0,40,MON
636,45.78,165,0,0,0,40,MON
636,45.78,164,0,0,0,40,MON
638,46.92,165,0,0,0,40,MON
637,46.34,165,0,0,0,40,MON
638,46.92,165,0,0,0,40,MON
638,46.92,165,0,0,0,40,MON
639,47.5,165,0,0,0,40,MON
640,48.09,164,0,0,0,41,MON
635,45.22,163,0,0,0,40,MON
636,45.78,165,0,0,0,40,MON
634,44.66,164,0,0,0,40,MON
634,44.66,166,0,0,0,40,MON
642,49.3,166,0,0,0,40,MON
622,38.57,165,0,0,0,40,MON
617,36.31,165,0,0,0,40,MON
628,41.5,164,0,0,0,40,MON
616,35.87,165,0,0,0,40,MON
628,41.5,165,0,0,0,40,MON
634,44.66,165,0,0,0,40,MON
628,41.5,164,0,0,0,40,MON
635,45.22,166,0,0,0,40,MON
628,41.5,167,0,0,0,40,MON
633,44.12,165,0,0,0,40,MON
627,41,165,0,0,0,40,MON
635,45.22,165,0,0,0,40,MON
642,49.3,167,0,0,0,40,MON
641,48.69,167,0,0,0,40,MON
644,50.54,168,0,0,0,40,MON
645,51.17,168,0,0,0,40,MON
641,48.69,169,0,0,0,40,MON
638,46.92,168,0,0,0,40,MON
635,45.22,167,0,0,0,40,MON
631,43.05,166,0,0,0,40,MON
631,43.05,165,0,0,0,40,MON
627,41,163,0,0,0,40,MON
621,38.11,162,0,0,0,40,MON
619,37.2,160,0,0,0,40,MON
614,35.01,159,0,0,0,40,MON
612,34.18,156,0,0,0,40,MON
604,31.05,154,0,0,0,40,MON
609,32.97,154,0,0,0,40,MON
608,32.57,153,0,0,0,40,MON
605,31.42,153,0,0,0,40,MON
618,36.75,153,0,0,0,40,MON
608,32.57,152,0,0,0,40,MON
615,35.44,153,0,0,0,40,MON
614,35.01,152,0,0,0,40,MON
602,30.31,151,0,0,0,40,MON
612,34.18,151,0,0,0,40,MON
610,33.37,150,0,0,0,40,MON
604,31.05,150,0,0,0,40,MON
608,32.57,150,0,0,0,40,MON
608,32.57,149,0,0,0,40,MON
617,36.31,149,0,0,0,40,MON
589,25.97,148,0,0,0,40,MON
599,29.25,149,0,0,0,40,MON
606,31.8,150,0,0,0,40,MON
609,32.97,150,0,0,0,40,MON
610,33.37,151,0,0,0,40,MON
607,32.19,151,0,0,0,40,MON
609,32.97,152,0,0,0,40,MON
600,29.6,152,0,0,0,40,MON
612,34.18,152,0,0,0,40,MON
597,28.56,152,0,0,0,40,MON
596,28.22,152,0,0,0,40,MON
600,29.6,148,0,0,0,40,MON
607,32.19,147,0,0,0,40,MON
579,23.07,147,0,0,0,40,MON
575,22.01,146,0,0,0,40,MON
586,25.06,147,0,0,0,40,MON
579,23.07,146,0,0,0,40,MON
583,24.19,147,0,0,0,40,MON
610,33.37,149,0,0,0,40,MON
603,30.68,150,0,0,0,40,MON
607,32.19,153,0,0,0,40,MON
607,32.19,155,0,0,0,40,MON
602,30.31,157,0,0,0,40,TUE
627,41,158,0,0,0,40,TUE
630,42.53,160,0,0,0,40,TUE
638,46.92,162,0,0,0,40,TUE
634,44.66,163,0,0,0,40,TUE
625,40.01,164,0,0,0,40,TUE
625,40.01,162,0,0,0,39,TUE
627,41,161,0,0,0,39,TUE
632,43.58,161,0,0,0,39,TUE
621,38.11,159,0,0,0,39,TUE
628,41.5,159,0,0,0,39,TUE
619,37.2,157,0,0,0,39,TUE
613,34.59,158,0,0,0,39,TUE
614,35.01,159,0,0,0,40,TUE
622,38.57,160,0,0,0,39,TUE
613,34.59,158,0,0,0,39,TUE
615,35.44,158,0,0,0,39,TUE
613,34.59,157,0,0,0,39,TUE
595,27.89,157,0,0,0,39,TUE
614,35.01,156,0,0,0,39,TUE
627,41,155,0,0,0,39,TUE
625,40.01,156,0,0,0,39,TUE
629,42.01,157,0,0,0,39,TUE
616,35.87,157,0,0,0,39,TUE
602,30.31,157,0,0,0,39,TUE
604,31.05,157,0,0,0,39,TUE
616,35.87,158,0,0,0,39,TUE
623,39.05,159,0,0,0,39,TUE
627,41,161,0,0,0,39,TUE
632,43.58,163,0,0,0,39,TUE
633,44.12,164,0,0,0,39,TUE
600,29.6,164,0,0,0,39,TUE
618,36.75,163,0,0,0,39,TUE
604,31.05,164,0,0,0,39,TUE
620,37.65,165,0,0,0,39,TUE
619,37.2,165,0,0,0,39,TUE
624,39.52,163,0,0,0,39,TUE
627,41,162,0,0,0,39,TUE
615,35.44,161,0,0,0,39,TUE
614,35.01,159,0,0,0,39,TUE
613,34.59,156,0,0,0,39,TUE
611,33.77,154,0,0,0,39,TUE
609,32.97,152,0,0,0,39,TUE
610,33.37,152,0,0,0,39,TUE
610,33.37,151,0,0,0,39,TUE
610,33.37,152,0,0,0,39,TUE
612,34.18,151,0,0,0,39,TUE
610,33.37,151,0,0,0,39,TUE
612,34.18,150,0,0,0,39,TUE
612,34.18,150,0,0,0,39,TUE
612,34.18,149,0,0,0,39,TUE
613,34.59,150,0,0,0,39,TUE
614,35.01,149,0,0,0,39,TUE
612,34.18,148,0,0,0,39,TUE
613,34.59,149,0,0,0,39,TUE
613,34.59,151,0,0,0,39,TUE
616,35.87,151,0,0,0,39,TUE
617,36.31,152,0,0,0,39,TUE
617,36.31,152,0,0,0,39,TUE
616,35.87,152,0,0,0,39,TUE
614,35.01,151,0,0,0,39,TUE
612,34.18,151,0,0,0,39,TUE
612,34.18,151,0,0,0,39,TUE
610,33.37,151,0,0,0,39,TUE
624,39.52,151,0,0,0,39,TUE
627,41,150,0,0,0,39,TUE
629,42.01,150,0,0,0,39,TUE
630,42.53,151,0,0,0,39,TUE
629,42.01,152,0,0,0,39,TUE
608,32.57,160,0,0,0,39,TUE
635,45.22,168,0,0,0,39,TUE
633,44.12,172,0,0,0,39,TUE
628,41.5,174,0,0,0,39,TUE
629,42.01,174,0,0,0,39,TUE
628,41.5,171,0,0,0,39,TUE
620,37.65,172,0,0,0,39,TUE
640,48.09,172,0,0,0,39,TUE
625,40.01,171,0,0,0,39,TUE
623,39.05,171,0,0,0,39,TUE
613,34.59,171,0,0,0,39,TUE
622,38.57,172,0,0,0,39,TUE
622,38.57,171,0,0,0,39,TUE
615,35.44,171,0,0,0,39,TUE
620,37.65,170,0,0,0,39,TUE
624,39.52,171,0,0,0,39,TUE
624,39.52,172,0,0,0,39,TUE
624,39.52,172,0,0,0,39,TUE
633,44.12,172,0,0,0,39,TUE
627,41,172,0,0,0,39,TUE
617,36.31,171,0,0,0,39,TUE
619,37.2,171,0,0,0,39,TUE
613,34.59,170,0,0,0,39,TUE
608,32.57,170,0,0,0,39,TUE
629,42.01,172,0,0,0,39,TUE
621,38.11,171,0,0,0,39,TUE
601,29.95,171,0,0,0,39,TUE
612,34.18,171,0,0,0,39,TUE
611,33.77,171,0,0,0,39,TUE
597,28.56,169,0,0,0,39,TUE
627,41,169,0,0,0,39,TUE
599,29.25,164,0,0,0,39,TUE
601,29.95,165,0,0,0,39,TUE
590,26.28,166,0,0,0,39,TUE
572,21.25,169,0,0,0,39,TUE
582,23.9,170,0,0,0,39,TUE
594,27.56,172,0,0,0,39,TUE
597,28.56,172,0,0,0,39,TUE
592,26.91,173,0,0,0,39,TUE
599,29.25,174,0,0,0,39,TUE
611,33.77,175,0,0,0,39,TUE
600,29.6,175,0,0,0,39,TUE
611,33.77,175,0,0,0,38,TUE
609,32.97,174,0,0,0,39,TUE
608,32.57,174,0,0,0,39,TUE
608,32.57,174,0,0,0,39,TUE
587,25.36,174,0,0,0,38,TUE
610,33.37,174,0,0,0,39,TUE
610,33.37,177,0,0,0,38,TUE
630,42.53,181,0,0,0,38,TUE
632,43.58,183,0,0,0,38,TUE
631,43.05,185,0,0,0,38,TUE
628,41.5,185,0,0,0,38,TUE
625,40.01,186,0,0,0,38,TUE
633,44.12,186,0,0,0,38,TUE
644,50.54,186,0,0,0,38,TUE
633,44.12,186,0,0,0,38,TUE
640,48.09,185,0,0,0,38,TUE
631,43.05,183,0,0,0,38,TUE
633,44.12,183,0,0,0,38,TUE
619,37.2,181,0,0,0,38,TUE
628,41.5,179,0,0,0,38,TUE
615,35.44,180,0,0,0,38,TUE
594,27.56,179,0,0,0,38,TUE
625,40.01,180,0,0,0,38,TUE
638,46.92,181,0,0,0,38,TUE
640,48.09,182,0,0,0,38,TUE
628,41.5,181,0,0,0,38,TUE
641,48.69,183,0,0,0,38,TUE
642,49.3,185,0,0,0,38,TUE
646,51.81,187,0,0,0,38,TUE
651,55.14,187,0,0,0,38,TUE
652,55.84,188,0,0,0,38,TUE
659,60.98,187,0,0,0,38,TUE
659,60.98,186,0,0,0,38,TUE
657,59.46,185,0,0,0,38,TUE
654,57.26,184,0,0,0,38,TUE
656,58.71,184,0,0,0,38,TUE
655,57.98,184,0,0,0,38,TUE
646,51.81,182,0,0,0,38,TUE
642,49.3,182,0,0,0,38,TUE
644,50.54,181,0,0,0,38,TUE
638,46.92,181,0,0,0,38,TUE
640,48.09,181,0,0,0,38,TUE
639,47.5,182,0,0,0,38,TUE
640,48.09,181,0,0,0,38,TUE
625,40.01,180,0,0,0,38,TUE
627,41,180,0,0,0,38,TUE
606,31.8,180,0,0,0,38,TUE
615,35.44,177,0,0,0,37,TUE
610,33.37,178,0,0,0,37,TUE
616,35.87,178,0,0,0,37,TUE
627,41,178,0,0,0,37,TUE
617,36.31,178,0,0,0,37,TUE
621,38.11,179,0,0,0,37,TUE
622,38.57,178,0,0,0,37,TUE
622,38.57,179,0,0,0,37,TUE
624,39.52,178,0,0,0,37,TUE
605,31.42,177,0,0,0,37,TUE
622,38.57,177,0,0,0,37,TUE
631,43.05,177,0,0,0,37,TUE
629,42.01,176,0,0,0,37,TUE
606,31.8,176,0,0,0,37,TUE
617,36.31,176,0,0,0,37,TUE
620,37.65,176,0,0,0,37,TUE
616,35.87,175,0,0,0,37,TUE
608,32.57,175,0,0,0,37,TUE
615,35.44,176,0,0,0,37,TUE
607,32.19,175,0,0,0,37,TUE
613,34.59,175,0,0,0,37,TUE
622,38.57,175,0,0,0,37,TUE
619,37.2,173,0,0,0,37,TUE
627,41,173,0,0,0,37,TUE
631,43.05,173,0,0,0,37,TUE
629,42.01,173,0,0,0,37,TUE
627,41,172,0,0,0,37,TUE
628,41.5,173,0,0,0,37,TUE
627,41,171,0,0,0,37,TUE
625,40.01,171,0,0,0,37,TUE
621,38.11,170,0,0,0,37,TUE
625,40.01,170,0,0,0,37,TUE
627,41,169,0,0,0,37,TUE
626,40.5,169,0,0,0,37,TUE
626,40.5,168,0,0,0,37,TUE
624,39.52,168,0,0,0,37,TUE
621,38.11,168,0,0,0,37,TUE
620,37.65,169,0,0,0,37,TUE
618,36.75,168,0,0,0,37,TUE
610,33.37,167,0,0,0,37,TUE
608,32.57,166,0,0,0,37,TUE
608,32.57,167,0,0,0,37,TUE
607,32.19,166,0,0,0,37,TUE
607,32.19,166,0,0,0,37,TUE
606,31.8,165,0,0,0,37,TUE
606,31.8,165,0,0,0,37,TUE
606,31.8,165,0,0,0,37,TUE
606,31.8,165,0,0,0,37,TUE
605,31.42,164,0,0,0,37,TUE
604,31.05,164,0,0,0,37,TUE
603,30.68,164,0,0,0,37,TUE
604,31.05,164,0,0,0,37,TUE
605,31.42,163,0,0,0,37,TUE
604,31.05,163,0,0,0,37,TUE
606,31.8,164,0,0,0,37,TUE
606,31.8,164,0,0,0,37,TUE
604,31.05,164,0,0,0,37,TUE
602,30.31,163,0,0,0,37,TUE
600,29.6,163,0,0,0,37,TUE
603,30.68,162,0,0,0,37,TUE
599,29.25,162,0,0,0,37,TUE
